,accident_index,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_highway,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing-human_control,pedestrian_crossing-physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,lsoa_of_accident_location,accident_severity_num,accident_severity_inv,date2,date_original,vehicle_reference_x,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_location-restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,1st_point_of_impact,was_vehicle_left_hand_drive?,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_cc,propulsion_code,age_of_vehicle,driver_imd_decile,driver_home_area_type,vehicle_imd_decile,vehicle_reference_y,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile,accident_year_x,accident_reference_x,local_authority_ons_district,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,trunk_road_flag,accident_year_y,accident_reference_y,vehicle_direction_from,vehicle_direction_to,vehicle_location_restricted_lane,first_point_of_impact,vehicle_left_hand_drive,generic_make_model,accident_year,accident_reference,year,month,severity,hours
329613,2017450234029,503735.0,171715.0,-0.509034,51.434948,45,Slight,2,1,2017-10-29,Sunday,20:38,Spelthorne,E10000030,6,0,6,30.0,9,2,3,308,,,4,1,1,0,0,1,1,E01030736,3,1,29/10/2017,29/10/2017,1,9,0,1,,8,0,0,0,0,,,6,Not known,19,16 - 20,-1,-1,-1,-1,-1,,2,1,1,1,53,8,3,0,0,0,0,0,4,1,8,2017.0,450234029,E07000213,2.0,1.0,2.0,2017.0,450234029,2.0,6.0,0.0,2.0,1.0,-1,2017.0,450234029,2017,10,1,20
329805,2017450238622,504314.0,171977.0,-0.50063,51.437196,45,Slight,2,2,2017-06-11,Sunday,19:49,Spelthorne,E10000030,3,30,6,30.0,1,2,6,0,,,1,1,1,0,0,1,1,E01030736,3,1,06/11/2017,06/11/2017,1,9,0,18,,1,0,0,0,0,,,6,Female,31,26 - 35,1796,1,12,-1,-1,,2,1,1,1,56,9,3,0,0,0,0,0,9,-1,-1,2017.0,450238622,E07000213,0.0,0.0,1.0,2017.0,450238622,6.0,2.0,0.0,1.0,1.0,-1,2017.0,450238622,2017,6,2,19
329842,2017450240817,520703.0,161351.0,-0.268557,51.338443,45,Slight,2,1,2017-09-11,Monday,18:30,Epsom and Ewell,E10000030,6,0,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,2,E01030409,3,1,09/11/2017,09/11/2017,1,3,0,18,,0,0,0,0,0,,,6,Male,17,16 - 20,-1,-1,-1,-1,-1,,1,1,1,1,17,4,3,0,0,0,0,0,3,-1,-1,2017.0,450240817,E07000208,0.0,0.0,2.0,2017.0,450240817,1.0,5.0,0.0,1.0,1.0,-1,2017.0,450240817,2017,9,1,18
329905,2017450243186,520805.0,161496.0,-0.267045,51.339724,45,Slight,5,3,2017-11-18,Saturday,03:00,Epsom and Ewell,E10000030,6,0,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01030409,3,1,18/11/2017,18/11/2017,1,9,0,18,,0,2,0,0,0,,,6,Male,17,16 - 20,1596,1,2,-1,-1,,1,2,1,1,17,4,3,0,0,0,0,0,9,-1,-1,2017.0,450243186,E07000208,0.0,0.0,2.0,2017.0,450243186,8.0,4.0,0.0,1.0,1.0,-1,2017.0,450243186,2017,11,3,3
329917,2017450243615,509231.0,169544.0,-0.430666,51.414402,45,Slight,1,1,2017-11-21,Tuesday,00:48,Spelthorne,E10000030,6,0,6,30.0,0,-1,-1,-1,,,1,1,2,0,0,1,1,E01030752,3,1,21/11/2017,21/11/2017,1,9,0,4,,0,0,0,0,0,,,1,Female,24,21 - 25,1560,2,3,-1,-1,,1,1,2,2,26,6,3,0,0,1,0,0,9,-1,-1,2017.0,450243615,E07000213,0.0,0.0,2.0,2017.0,450243615,3.0,7.0,0.0,0.0,1.0,-1,2017.0,450243615,2017,11,1,0
329954,2017450245010,521767.0,161774.0,-0.253145,51.342018,45,Slight,3,2,2017-11-23,Thursday,19:20,Epsom and Ewell,E10000030,3,24,3,30.0,0,-1,-1,-1,,,1,1,1,0,0,1,1,E01030391,3,1,23/11/2017,23/11/2017,1,9,0,18,,0,0,0,0,0,,,6,Male,22,21 - 25,1388,1,11,-1,-1,,1,1,1,1,22,5,3,0,0,0,0,0,9,-1,-1,2017.0,450245010,E07000208,0.0,0.0,2.0,2017.0,450245010,6.0,2.0,0.0,1.0,1.0,-1,2017.0,450245010,2017,11,2,19
330048,2017450247155,506745.0,168804.0,-0.466624,51.408223,45,Slight,1,1,2017-01-12,Thursday,23:40,Spelthorne,E10000030,6,0,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01030721,3,1,01/12/2017,01/12/2017,1,9,0,17,,0,0,0,1,2,,,5,Male,34,26 - 35,1390,1,13,-1,-1,,1,1,1,1,34,6,3,0,0,0,0,0,9,-1,-1,2017.0,450247155,E07000213,0.0,0.0,2.0,2017.0,450247155,4.0,8.0,0.0,1.0,1.0,-1,2017.0,450247155,2017,1,1,23
330120,2017450249446,511718.0,169472.0,-0.394942,51.413271,45,Slight,2,1,2017-04-12,Wednesday,19:43,Spelthorne,E10000030,3,308,6,40.0,0,-1,-1,-1,,,4,4,1,0,0,1,1,E01030756,3,1,04/12/2017,04/12/2017,1,3,0,13,,0,0,0,0,0,,,2,Male,34,26 - 35,125,1,10,-1,-1,,1,1,1,1,34,6,3,0,0,0,0,0,3,-1,-1,2017.0,450249446,E07000213,0.0,0.0,2.0,2017.0,450249446,7.0,3.0,0.0,1.0,1.0,-1,2017.0,450249446,2017,4,1,19
330145,2017450249919,509179.0,167980.0,-0.431895,51.400354,45,Slight,4,1,2017-09-12,Tuesday,04:00,Spelthorne,E10000030,6,0,6,30.0,0,-1,-1,-1,,,7,1,4,0,0,1,1,E01030719,3,1,09/12/2017,09/12/2017,1,9,0,18,,0,0,4,0,0,,,6,Male,29,26 - 35,2993,2,5,-1,-1,,1,1,1,1,29,6,3,0,0,0,0,0,9,-1,-1,2017.0,450249919,E07000213,0.0,0.0,2.0,2017.0,450249919,1.0,5.0,0.0,1.0,1.0,-1,2017.0,450249919,2017,9,1,4
330239,2017450252060,504423.0,171764.0,-0.499125,51.435262,45,Slight,1,1,2017-12-16,Saturday,00:30,Spelthorne,E10000030,6,0,6,30.0,9,1,6,0,,,4,1,1,0,0,1,1,E01030734,3,1,16/12/2017,16/12/2017,1,9,0,4,,8,1,0,3,0,,,6,Male,20,16 - 20,1598,1,13,-1,-1,,1,1,1,1,20,4,3,0,0,0,0,0,9,-1,-1,2017.0,450252060,E07000213,0.0,0.0,2.0,2017.0,450252060,1.0,5.0,0.0,1.0,1.0,-1,2017.0,450252060,2017,12,1,0
330747,2017460154115,558413.0,174941.0,0.278464,51.451296,46,Slight,2,1,2017-06-02,Friday,20:25,Dartford,E10000016,6,0,1,30.0,1,4,6,0,,,4,2,2,0,0,1,1,E01024143,3,1,06/02/2017,06/02/2017,1,9,0,7,,4,0,0,0,0,,,1,Male,35,26 - 35,1461,2,1,7,1,,1,1,2,1,46,8,3,0,0,2,0,0,9,1,2,2017.0,460154115,E07000107,0.0,0.0,2.0,2017.0,460154115,7.0,3.0,0.0,4.0,1.0,-1,2017.0,460154115,2017,6,1,20
330896,2017460157068,562234.0,169807.0,0.331059,51.40409,46,Slight,1,1,2017-02-14,Tuesday,20:30,Dartford,E10000016,6,0,6,60.0,0,-1,-1,-1,,,6,1,1,0,0,1,2,E01024157,3,1,14/02/2017,14/02/2017,1,9,0,18,,0,2,0,2,0,,,2,Male,24,21 - 25,-1,-1,-1,7,1,,1,1,1,1,24,5,3,0,0,0,0,0,9,1,7,2017.0,460157068,E07000107,0.0,0.0,2.0,2017.0,460157068,5.0,1.0,0.0,0.0,1.0,-1,2017.0,460157068,2017,2,1,20
331072,2017460161717,555313.0,174572.0,0.233725,51.44884,46,Slight,3,2,2017-02-03,Friday,20:50,Dartford,E10000016,6,0,6,30.0,3,4,6,0,,,4,1,1,0,0,1,1,E01024156,3,1,02/03/2017,02/03/2017,1,9,0,2,,1,0,0,0,0,,,6,Female,33,26 - 35,1753,2,9,5,1,,1,1,1,2,33,6,3,0,0,0,0,0,9,1,5,2017.0,460161717,E07000107,0.0,0.0,2.0,2017.0,460161717,0.0,0.0,0.0,1.0,1.0,-1,2017.0,460161717,2017,2,2,20
331163,2017460164485,553893.0,173512.0,0.212846,51.439703,46,Serious,2,1,2017-06-02,Friday,18:30,Dartford,E10000016,6,0,6,30.0,3,4,6,0,,,4,2,2,0,0,1,1,E01024165,2,2,06/02/2017,06/02/2017,1,5,0,13,,1,0,0,0,0,,,5,Male,22,21 - 25,645,1,11,7,3,,1,1,1,1,22,5,2,0,0,0,0,0,5,3,7,2017.0,460164485,E07000107,0.0,0.0,2.0,2017.0,460164485,5.0,1.0,0.0,1.0,1.0,-1,2017.0,460164485,2017,6,2,18
331168,2017460164546,555468.0,173335.0,0.235411,51.437683,46,Slight,2,1,2017-03-13,Monday,19:30,Dartford,E10000016,3,225,1,40.0,1,4,4,260,,,4,1,1,0,0,1,1,E01024136,3,1,13/03/2017,13/03/2017,1,9,0,18,,4,0,0,0,0,,,6,Female,31,26 - 35,1797,8,2,4,1,,2,1,1,1,50,8,3,0,0,0,0,0,4,2,9,2017.0,460164546,E07000107,0.0,0.0,2.0,2017.0,460164546,5.0,1.0,0.0,1.0,1.0,-1,2017.0,460164546,2017,3,1,19
331173,2017460164599,555770.0,175128.0,0.240541,51.453709,46,Slight,3,1,2017-08-03,Thursday,18:45,Dartford,E10000016,3,282,2,30.0,0,-1,-1,-1,,,5,1,1,0,0,1,1,E01024154,3,1,08/03/2017,08/03/2017,1,9,0,4,,0,0,0,0,0,,,5,Male,22,21 - 25,1242,1,13,9,1,,2,1,1,1,41,7,3,0,0,0,0,0,19,1,2,2017.0,460164599,E07000107,0.0,0.0,1.0,2017.0,460164599,5.0,1.0,0.0,2.0,1.0,-1,2017.0,460164599,2017,8,1,18
331326,2017460168549,554557.0,173991.0,0.222601,51.443826,46,Slight,2,1,2017-03-18,Saturday,23:10,Dartford,E10000016,6,0,6,30.0,6,4,6,0,,,4,1,1,0,0,1,1,E01024164,3,1,18/03/2017,18/03/2017,1,9,0,9,,1,0,0,0,0,,,5,Male,19,16 - 20,1753,2,9,8,1,,1,1,1,1,19,4,3,0,0,0,0,0,9,1,8,2017.0,460168549,E07000107,0.0,0.0,2.0,2017.0,460168549,5.0,3.0,0.0,1.0,1.0,-1,2017.0,460168549,2017,3,1,23
331328,2017460168577,552007.0,174091.0,0.185979,51.445414,46,Slight,2,1,2017-03-21,Tuesday,18:05,Dartford,E10000016,6,0,6,30.0,3,4,6,0,,,7,1,1,0,0,1,2,E01024144,3,1,21/03/2017,21/03/2017,1,9,0,3,,1,0,0,0,0,,,6,Female,18,16 - 20,1199,1,13,10,1,,2,1,1,2,37,7,3,0,0,0,0,0,9,1,4,2017.0,460168577,E07000107,0.0,0.0,2.0,2017.0,460168577,1.0,5.0,0.0,2.0,1.0,-1,2017.0,460168577,2017,3,1,18
331504,2017460173793,555197.0,174521.0,0.232035,51.448413,46,Slight,4,2,2017-03-28,Tuesday,22:48,Dartford,E10000016,6,0,6,30.0,0,-1,-1,-1,,,4,2,2,0,0,1,1,E01024156,3,1,28/03/2017,28/03/2017,1,9,0,18,,0,1,4,0,0,,,6,Female,20,16 - 20,999,1,1,9,2,,1,1,1,2,20,4,3,0,0,0,0,0,9,2,9,2017.0,460173793,E07000107,0.0,0.0,2.0,2017.0,460173793,3.0,7.0,0.0,4.0,1.0,-1,2017.0,460173793,2017,3,2,22
331595,2017460175660,552685.0,173632.0,0.19553,51.441108,46,Serious,1,3,2017-04-15,Saturday,03:09,Dartford,E10000016,6,0,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01024145,2,2,15/04/2017,15/04/2017,1,9,0,18,,0,1,0,1,2,,,6,Female,30,26 - 35,2993,2,4,7,1,,1,1,1,2,30,6,2,0,0,0,0,0,9,1,7,2017.0,460175660,E07000107,0.0,0.0,2.0,2017.0,460175660,7.0,3.0,0.0,1.0,1.0,-1,2017.0,460175660,2017,4,6,3
331610,2017460176014,555485.0,173349.0,0.235662,51.437804,46,Slight,2,1,2017-04-20,Thursday,21:10,Dartford,E10000016,6,0,1,30.0,1,4,6,0,,,4,1,1,0,0,1,2,E01024136,3,1,20/04/2017,20/04/2017,1,9,0,18,,4,0,0,0,0,,,6,Male,35,26 - 35,2993,2,9,5,1,,2,1,1,1,35,6,3,0,0,0,0,0,1,1,2,2017.0,460176014,E07000107,0.0,8.0,2.0,2017.0,460176014,3.0,7.0,0.0,1.0,1.0,-1,2017.0,460176014,2017,4,1,21
331738,2017460178898,553562.0,172146.0,0.207495,51.42752,46,Serious,1,1,2017-01-05,Thursday,19:45,Dartford,E10000016,4,258,6,30.0,0,-1,-1,-1,,,1,1,1,0,0,1,2,E01024187,2,2,01/05/2017,01/05/2017,1,9,0,18,,0,0,0,0,0,,,6,Male,23,21 - 25,999,1,6,9,1,,1,1,3,1,43,7,2,10,4,0,0,2,0,1,7,2017.0,460178898,E07000107,0.0,0.0,2.0,2017.0,460178898,7.0,3.0,0.0,3.0,1.0,-1,2017.0,460178898,2017,1,2,19
331811,2017460180381,558921.0,174813.0,0.285711,51.450004,46,Slight,2,1,2017-06-05,Monday,21:45,Dartford,E10000016,3,226,6,30.0,3,4,6,0,,,4,1,1,0,0,1,2,E01024142,3,1,06/05/2017,06/05/2017,1,9,0,7,,1,0,0,0,0,,,6,Male,35,26 - 35,2493,1,16,9,1,,2,1,1,1,24,5,3,0,0,0,0,0,5,1,3,2017.0,460180381,E07000107,0.0,0.0,2.0,2017.0,460180381,1.0,3.0,0.0,3.0,1.0,-1,2017.0,460180381,2017,6,1,21
331979,2017460185357,560547.0,174859.0,0.309113,51.449959,46,Slight,2,1,2017-05-21,Sunday,04:05,Dartford,E10000016,6,0,6,30.0,3,4,6,0,,,1,1,1,0,0,1,2,E01024179,3,1,21/05/2017,21/05/2017,1,9,0,7,,5,0,0,0,0,,,2,Male,26,26 - 35,1968,2,0,6,1,,2,1,1,2,50,8,3,0,0,0,0,0,9,1,4,2017.0,460185357,E07000107,0.0,0.0,2.0,2017.0,460185357,1.0,7.0,0.0,1.0,1.0,-1,2017.0,460185357,2017,5,1,4
332467,2017460196762,555402.0,174063.0,0.234782,51.444242,46,Slight,1,1,2017-06-17,Saturday,18:35,Dartford,E10000016,6,0,2,30.0,0,-1,-1,-1,,,1,1,1,0,0,1,1,E01024161,3,1,17/06/2017,17/06/2017,1,9,0,7,,0,0,0,1,0,,,2,Male,19,16 - 20,1242,1,9,6,1,,1,1,1,1,19,4,3,0,0,0,0,0,9,1,6,2017.0,460196762,E07000107,0.0,0.0,2.0,2017.0,460196762,3.0,7.0,0.0,4.0,1.0,-1,2017.0,460196762,2017,6,1,18
333077,2017460211071,553597.0,173396.0,0.20854,51.438741,46,Serious,2,1,2017-07-31,Monday,18:30,Dartford,E10000016,6,0,6,30.0,6,4,6,0,,,1,1,1,0,0,1,1,E01024166,2,2,31/07/2017,31/07/2017,1,3,0,18,,2,0,0,0,0,,,6,Male,20,16 - 20,124,1,0,-1,-1,,1,1,2,2,18,4,2,0,0,0,0,0,3,-1,-1,2017.0,460211071,E07000107,0.0,0.0,2.0,2017.0,460211071,5.0,1.0,0.0,1.0,1.0,-1,2017.0,460211071,2017,7,2,18
333097,2017460211403,554791.0,173337.0,0.22568,51.437886,46,Slight,2,3,2017-07-13,Thursday,18:03,Dartford,E10000016,3,225,3,40.0,6,2,6,0,,,1,1,1,0,0,1,1,E01024137,3,1,13/07/2017,13/07/2017,1,9,0,9,,8,0,0,0,0,,,5,Male,17,16 - 20,1560,2,5,8,1,,1,2,1,1,17,4,3,0,0,0,0,0,9,1,8,2017.0,460211403,E07000107,0.0,0.0,2.0,2017.0,460211403,5.0,3.0,0.0,4.0,1.0,-1,2017.0,460211403,2017,7,3,18
333279,2017460215351,551227.0,172640.0,0.174144,51.432585,46,Slight,2,1,2017-08-21,Monday,04:47,Dartford,E10000016,6,0,6,30.0,3,4,6,0,,,7,1,1,0,0,1,1,E01024152,3,1,21/08/2017,21/08/2017,1,9,0,18,,1,0,0,0,0,,,6,Female,34,26 - 35,1796,1,14,6,1,,1,1,1,2,34,6,3,0,0,0,0,0,9,1,6,2017.0,460215351,E07000107,0.0,0.0,2.0,2017.0,460215351,1.0,5.0,0.0,1.0,1.0,-1,2017.0,460215351,2017,8,1,4
333560,2017460221400,555491.0,173738.0,0.235919,51.441297,46,Slight,2,1,2017-03-09,Thursday,00:42,Dartford,E10000016,4,2500,6,30.0,0,-1,-1,-1,,,7,8,2,0,0,1,1,E01024136,3,1,03/09/2017,03/09/2017,1,9,0,18,,0,1,0,0,0,,,5,Male,33,26 - 35,-1,-1,-1,3,1,,1,1,1,1,33,6,3,0,0,0,0,0,9,1,3,2017.0,460221400,E07000107,0.0,0.0,2.0,2017.0,460221400,8.0,4.0,0.0,1.0,1.0,-1,2017.0,460221400,2017,3,1,0
333769,2017460226371,554957.0,175065.0,0.228822,51.453366,46,Slight,2,1,2017-09-29,Friday,18:17,Dartford,E10000016,6,0,6,30.0,3,4,6,0,,,1,1,1,1,0,1,1,E01024148,3,1,29/09/2017,29/09/2017,1,9,0,18,,2,5,0,0,0,,,2,Female,26,26 - 35,1198,1,7,1,1,,1,1,1,2,26,6,3,0,0,0,0,0,9,1,1,2017.0,460226371,E07000107,0.0,0.0,2.0,2017.0,460226371,7.0,2.0,0.0,1.0,1.0,-1,2017.0,460226371,2017,9,1,18
333800,2017460227227,555586.0,173718.0,0.237276,51.441091,46,Slight,2,2,2017-02-10,Friday,22:25,Dartford,E10000016,4,2500,6,30.0,3,4,6,0,,,4,1,1,0,0,1,2,E01024136,3,1,02/10/2017,02/10/2017,1,9,0,18,,1,5,4,0,0,,,6,Male,18,16 - 20,1388,1,8,5,1,,1,1,1,1,18,4,3,0,0,0,0,0,9,1,5,2017.0,460227227,E07000107,0.0,0.0,2.0,2017.0,460227227,3.0,7.0,0.0,1.0,1.0,-1,2017.0,460227227,2017,2,2,22
334273,2017460238029,551693.0,172132.0,0.180625,51.427896,46,Slight,2,3,2017-04-11,Tuesday,01:06,Dartford,E10000016,6,0,6,30.0,6,4,6,0,,,5,2,2,0,0,1,1,E01024153,3,1,04/11/2017,04/11/2017,1,9,0,8,,2,0,11,3,11,,,6,Female,23,21 - 25,1242,1,6,6,1,,1,1,1,2,23,5,3,0,0,0,0,0,9,1,6,2017.0,460238029,E07000107,0.0,0.0,2.0,2017.0,460238029,3.0,6.0,0.0,4.0,1.0,-1,2017.0,460238029,2017,4,3,1
334668,2017460248032,555190.0,174260.0,0.23182,51.44607,46,Slight,2,1,2017-11-29,Wednesday,18:15,Dartford,E10000016,6,0,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01024162,3,1,29/11/2017,29/11/2017,1,9,0,18,,0,0,0,0,0,,,6,Male,32,26 - 35,1560,2,4,2,1,,2,1,2,2,11,3,3,0,0,2,0,0,9,1,6,2017.0,460248032,E07000107,0.0,0.0,2.0,2017.0,460248032,5.0,1.0,0.0,3.0,1.0,-1,2017.0,460248032,2017,11,1,18
334705,2017460249366,555942.0,173903.0,0.242475,51.442656,46,Slight,2,1,2017-06-12,Monday,18:50,Dartford,E10000016,6,0,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01024163,3,1,06/12/2017,06/12/2017,1,9,0,9,,0,0,0,0,0,,,6,Male,27,26 - 35,1390,1,11,4,1,,2,1,1,1,52,8,3,0,0,0,0,0,1,1,1,2017.0,460249366,E07000107,0.0,1.0,2.0,2017.0,460249366,1.0,5.0,0.0,1.0,1.0,-1,2017.0,460249366,2017,6,1,18
358109,2018010080971,529150.0,182270.0,-0.139737,51.524587,1,Slight,2,2,2018-01-01,Monday,01:30,Camden,E09000007,3,501,3,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01000854,3,1,01/01/2018,01/01/2018,1,9,0,18,,0,0,0,0,0,,,6,Male,32,26 - 35,1995,2,5,8,1,,1,1,2,2,50,8,3,0,0,2,0,0,9,1,8,2018.0,010080971,E09000007,0.0,0.0,2.0,2018.0,010080971,3.0,7.0,0.0,1.0,1.0,-1,2018.0,010080971,2018,1,2,1
358112,2018010080981,541450.0,183220.0,0.037828,51.530179,1,Serious,2,1,2018-01-01,Monday,03:00,Newham,E09000025,4,167,3,30.0,7,2,3,124,,,4,2,2,0,0,1,1,E01003492,2,2,01/01/2018,01/01/2018,1,9,0,9,,1,0,0,0,0,,,6,Male,27,26 - 35,1200,1,1,7,1,,1,1,1,1,27,6,2,0,0,0,0,0,9,1,7,2018.0,010080981,E09000025,0.0,5.0,2.0,2018.0,010080981,7.0,1.0,0.0,1.0,1.0,-1,2018.0,010080981,2018,1,2,3
358117,2018010080990,517110.0,186280.0,-0.311872,51.56325,1,Slight,2,1,2018-01-01,Monday,00:30,Brent,E09000005,6,0,6,30.0,3,4,6,0,,,4,1,1,0,0,1,1,E01000564,3,1,01/01/2018,01/01/2018,1,9,0,9,,6,0,0,0,0,,,6,Male,24,21 - 25,998,1,9,4,1,,2,1,1,1,31,6,3,0,0,0,0,0,3,1,6,2018.0,010080990,E09000005,0.0,8.0,2.0,2018.0,010080990,5.0,3.0,0.0,1.0,1.0,-1,2018.0,010080990,2018,1,1,0
358118,2018010080992,535450.0,181190.0,-0.049395,51.513407,1,Serious,2,1,2018-01-01,Monday,03:00,Tower Hamlets,E09000030,3,13,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01004305,2,2,01/01/2018,01/01/2018,1,2,0,18,,0,0,0,0,0,,,6,Male,34,26 - 35,124,1,14,2,1,,1,1,1,1,34,6,2,0,0,0,0,0,2,1,2,2018.0,010080992,E09000030,0.0,4.0,2.0,2018.0,010080992,7.0,3.0,0.0,1.0,1.0,-1,2018.0,010080992,2018,1,2,3
358121,2018010080995,514550.0,188210.0,-0.34816,51.581121,1,Serious,2,7,2018-01-01,Monday,05:30,Harrow,E09000015,3,404,6,30.0,0,-1,-1,-1,,,4,9,2,0,0,1,1,E01002160,2,2,01/01/2018,01/01/2018,1,9,0,18,,0,0,0,0,0,,,6,Male,27,26 - 35,1595,1,2,6,1,,1,1,1,1,27,6,2,0,0,0,0,0,9,1,6,2018.0,010080995,E09000015,0.0,0.0,2.0,2018.0,010080995,7.0,3.0,0.0,1.0,1.0,-1,2018.0,010080995,2018,1,14,5
358122,2018010080996,531790.0,178650.0,-0.103057,51.491446,1,Slight,2,1,2018-01-01,Monday,03:05,Southwark,E09000028,3,3204,6,30.0,9,2,3,3,,,4,4,2,0,0,1,1,E01032719,3,1,01/01/2018,01/01/2018,1,9,0,3,,2,0,0,0,0,,,6,Male,24,21 - 25,1995,2,12,6,1,,2,1,1,1,34,6,3,0,0,0,0,0,3,1,4,2018.0,010080996,E09000028,0.0,4.0,2.0,2018.0,010080996,5.0,1.0,0.0,3.0,1.0,-1,2018.0,010080996,2018,1,1,3
358138,2018010081077,530220.0,166830.0,-0.130002,51.385584,1,Slight,1,4,2018-01-01,Monday,22:10,Sutton,E09000029,6,0,1,30.0,1,4,6,0,,,4,4,1,0,0,1,1,E01004076,3,1,01/01/2018,01/01/2018,1,9,0,18,,4,2,7,2,10,,,6,Male,28,26 - 35,1984,1,1,6,1,,1,1,1,1,28,6,3,0,0,0,0,0,9,1,6,2018.0,010081077,E09000029,0.0,0.0,2.0,2018.0,010081077,3.0,6.0,0.0,1.0,1.0,-1,2018.0,010081077,2018,1,4,22
358142,2018010081082,535220.0,178050.0,-0.053911,51.485245,1,Slight,1,1,2018-01-01,Monday,02:49,Southwark,E09000028,5,0,6,30.0,0,-1,-1,-1,,,4,1,2,0,0,1,1,E01003987,3,1,01/01/2018,01/01/2018,1,9,0,18,,0,0,7,0,0,,,6,Male,31,26 - 35,-1,-1,-1,3,1,,1,1,1,1,31,6,3,0,0,0,0,0,9,1,3,2018.0,010081082,E09000028,0.0,0.0,2.0,2018.0,010081082,3.0,7.0,0.0,0.0,1.0,-1,2018.0,010081082,2018,1,1,2
358143,2018010081083,539250.0,183900.0,0.006402,51.536836,1,Slight,2,1,2018-02-01,Thursday,03:51,Newham,E09000025,4,165,6,30.0,3,2,3,112,,,4,1,1,0,0,1,1,E01003636,3,1,02/01/2018,02/01/2018,1,9,0,9,,8,0,0,0,0,,,6,Female,26,26 - 35,1198,1,8,8,1,,2,1,2,1,56,9,3,0,0,1,0,0,8,1,3,2018.0,010081083,E09000025,0.0,4.0,2.0,2018.0,010081083,5.0,3.0,0.0,1.0,1.0,-1,2018.0,010081083,2018,2,1,3
358159,2018010081187,523200.0,165220.0,-0.23139,51.37268,1,Slight,2,1,2018-01-01,Monday,18:41,Sutton,E09000029,3,2043,6,30.0,5,4,6,0,,,4,2,2,0,0,1,1,E01004191,3,1,01/01/2018,01/01/2018,1,9,0,4,,1,0,0,0,0,,,6,Male,26,26 - 35,1910,2,11,4,1,,1,1,1,1,26,6,3,0,0,0,0,0,9,1,4,2018.0,010081187,E09000029,0.0,0.0,2.0,2018.0,010081187,8.0,4.0,0.0,2.0,1.0,-1,2018.0,010081187,2018,1,1,18
358163,2018010135422,517160.0,180870.0,-0.31295,51.514616,1,Slight,2,1,2018-09-27,Thursday,20:24,Ealing,E09000009,6,0,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01001228,3,1,27/09/2018,27/09/2018,1,9,0,18,,0,0,0,0,0,,,6,Female,32,26 - 35,1363,2,14,5,1,,1,1,1,2,32,6,3,0,0,0,0,0,9,1,5,2018.0,010135422,E09000009,0.0,0.0,2.0,2018.0,010135422,7.0,3.0,0.0,3.0,1.0,-1,2018.0,010135422,2018,9,1,20
358167,2018010135432,518140.0,165310.0,-0.304022,51.374563,1,Slight,2,1,2018-09-27,Thursday,20:05,Kingston upon Thames,E09000021,3,243,3,50.0,1,4,3,243,,,4,1,1,0,0,1,2,E01003004,3,1,27/09/2018,27/09/2018,1,9,0,99,,9,9,99,9,99,,,6,Male,26,26 - 35,1796,1,11,6,1,,1,1,1,1,26,6,3,0,0,0,0,0,9,1,6,2018.0,010135432,E09000021,0.0,9.0,2.0,2018.0,010135432,9.0,9.0,99.0,1.0,9.0,-1,2018.0,010135432,2018,9,1,20
358168,2018010135434,536370.0,173410.0,-0.039147,51.443272,1,Slight,1,1,2018-09-27,Thursday,18:05,Lewisham,E09000023,6,0,6,30.0,0,-1,-1,-1,,,1,1,1,0,0,1,2,E01003230,3,1,27/09/2018,27/09/2018,1,9,0,99,,0,9,99,9,99,,,6,Female,35,26 - 35,1968,2,1,6,1,,1,1,1,2,35,6,3,0,0,0,0,0,9,1,6,2018.0,010135434,E09000023,0.0,0.0,2.0,2018.0,010135434,9.0,9.0,99.0,9.0,9.0,-1,2018.0,010135434,2018,9,1,18
